name,esrb,popularity,hypes,total_rating
Silent Scope,{'rating': 5},1.333333333333333,NaN,55.0
Resident Evil 4 HD,"{'synopsis': 'This is a survival-horror action game in which players assume the role of Leon Kennedy as he tries to rescue a character from a mysterious cult. From a third-person perspective, players use pistols, rifles, shotguns, and machine guns to kill infected humans and mutant creatures. Some attacks result in decapitation/dismemberment, which are accompanied by large blood-splatter effects; some areas depict large bloodstains and impaled bodies. Cutscenes also depict intense acts of violence: a creature tearing a man in half; a character getting decapitated by a chainsaw; a man getting impaled through the chest. The word “sh*t” appears in the dialogue.', 'rating': 6}",6.333333333333333,NaN,26.0
World Series of Poker: Tournament of Champions,{'rating': 5},5.333333333333333,NaN,NaN
Clever Kids Pony World,NaN,15.66666666666667,NaN,NaN
Yggdra Union: We'll Never Fight Alone,{'rating': 5},1.0,NaN,67.71719754899169
Le Tour de France 2014,NaN,1.333333333333333,NaN,NaN
Wizardry Gaiden IV: Taima no Kodou,NaN,1.333333333333333,NaN,50.0
Rapala Tournament Fishing,{'rating': 3},2.666666666666667,NaN,85.0
The Legend of Heroes: Trails in the Sky,"{'synopsis': ""This is an adventure role-playing game in which players follow two siblings on a quest to become Bracers, an occupation tasked with policing their world. From a 3/4–overhead perspective, players use swords, spears, whips, guns, and magic spells (e.g., fireballs and freezing spells) to attack fantastical creatures and bandits on grid-based battlefields; attacks are accompanied by slashing sounds, small explosions, and cries of pain. One special attack results in a brief spray of blood. During the course of the game, some of the dialogue references suggestive material (e.g., 'How about we skip the foreplay and go straight to the climax,' 'Any masochist would be thrilled to make your acquaintance,' and 'Are you one of those men who likes . . . other boys?!'). Some sequences depict drunken characters who have passed out from consuming too much alcohol; the dialogue also references drinking (e.g., 'He's totally plastered' and 'I'm going to drink until I can't drink anymore tonight!') and drugs (e.g., 'Now I don't know what kind of drugs you're smoking . . .'). The words 'sh*t,' 'b*tch,' and 'a*s' appear in dialogue."", 'rating': 5}",1.333333333333333,NaN,70.0
Prey,"{'synopsis': ""This is a first-person shooter in which players assume the role of Morgan Yu, a man aboard a space station overrun by aliens. Players complete mission-based objectives and use futuristic weapons (e.g., disruptor pistols, laser canons) and special abilities (e.g., kinetic blast, psychoshock) to kill enemy creatures and human survivors. Realistic gunfire, large explosions, and blood-splatter effects occur during combat. Some environments depict large blood stains and corpses amid pools of blood. A handful of sequences depict additional acts of violence: a character executed with a gunshot to the head; a man impaled by alien tentacles at close range. During the course of the game, players' character can consume alcohol, resulting in a drunkenness status (e.g., screen-blurring effect, stumbling). The word “sh*t” is heard in the dialogue."", 'rating': 6}",1.0,NaN,84.0
Wangan Midnight,NaN,1.0,NaN,78.30512622462895
ESPN NBA 2Night 2002,{'rating': 3},1.666666666666667,NaN,65.5363850525777
Cabela's Dangerous Hunts 2,{'rating': 5},1.333333333333333,NaN,81.7066681810011
Spongebob HeroPants,{'rating': 3},1.333333333333333,NaN,69.0
Kekkaishi: Kokubourou no Kage,NaN,1.333333333333333,NaN,70.9032662775498
Trap Gunner: Countdown to Oblivion,NaN,1.333333333333333,NaN,77.6
Suzumiya Haruhi no Tsuiso,NaN,2.333333333333333,NaN,70.0
Shiro to Kuro no Alice,NaN,1.333333333333333,NaN,66.94110431351405
"Crouching Tiger, Hidden Dragon",{'rating': 5},1.666666666666667,NaN,NaN
Clash of Elementalists,NaN,6.666666666666667,NaN,87.80737103188076
Simple DS Series Vol. 34: The Haisha-San,NaN,1.333333333333333,NaN,NaN
Harukanaru Toki no Naka de 5,NaN,1.333333333333333,NaN,56.2663219628854
Rise of Nations: Rise of Legends,{'rating': 5},13.0,NaN,70.1646388356958
Sabre Wulf,NaN,1.333333333333333,NaN,78.33333333333334
1HEART,NaN,1.333333333333333,NaN,77.28174185080414
Zoo Tycoon,{'rating': 3},1.333333333333333,NaN,67.2572780865942
SX Superstar,{'rating': 5},3.666666666666667,NaN,84.33684955077865
Cake Mania,{'rating': 3},1.333333333333333,NaN,55.0
MotoGP,{'rating': 3},1.666666666666667,NaN,NaN
Zoo Vet: Endangered Animals,{'rating': 4},1.333333333333333,NaN,60.0
Deer Drive Legends,{'rating': 5},1.0,NaN,72.0
Driven,{'rating': 5},4.333333333333334,NaN,59.5
Red Faction II,{'rating': 6},2.333333333333333,NaN,87.0
Criminal Girls 2,NaN,1.666666666666667,NaN,NaN
SD Gundam G Generation: Gather Beat 2,NaN,2.333333333333333,NaN,73.61551286929085
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,NaN,1.333333333333333,NaN,71.4958582663989
Who Wants to be a Millionaire: 1st Edition,NaN,1.333333333333333,NaN,NaN
Diabolik Lovers: Dark Fate,NaN,2.0,NaN,72.5
Battle Engine Aquila,{'rating': 5},2.666666666666667,NaN,50.0
Astonishia Story,{'rating': 4},1.333333333333333,NaN,68.0
Nobunaga's Ambition: Sphere of Influence,"{'synopsis': 'This is a strategy game in which players develop their clan in order to take over feudal Japan via military and diplomatic means. Players mostly arrange soldiers on maps of battlefields and command them to invade and conquer surrounding areas. Small soldiers are occasionally shown shooting cannons at each other; zoomed-in views also depict sword and gun battles. Some sequences depict dead soldiers on the ground. Cutscenes also include instances of violence: soldiers shooting arrows at each other; soldiers using rifles to shoot at enemies; a man struck by a blade close-up. The word “bastard” appears in the dialogue.', 'rating': 5}",1.666666666666667,NaN,NaN
Special Forces Nemesis Strike,{'rating': 6},6.333333333333333,NaN,73.9517226414451
Women's Volleyball Championship,{'rating': 3},1.0,NaN,86.79864441052915
Adventure D Espionage Island,NaN,1.333333333333333,NaN,NaN
Jikkyou Powerful Pro Yakyuu 2012 Ketteiban,NaN,9.666666666666666,NaN,NaN
MX vs. ATV Supercross,NaN,1.666666666666667,NaN,77.5
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,NaN,6.333333333333333,NaN,83.3440839559313
Sacra Terra: Angelic Night,NaN,1.333333333333333,NaN,67.25
Teenage Mutant Ninja Turtles: Mutants in Manhattan,"{'synopsis': 'This is an action game in which players assume the roles of the Teenage Mutant Ninja Turtles as they fight to defend New York from villains. From a third-person perspective, players traverse an urban landscape and battle soldiers, aliens, and various mutant boss characters. The turtles use swords, staffs, punches, and kicks to defeat enemies in frenetic combat. Some characters use blaster-like guns; one boss uses a chainsaw and blaster; a soldier uses electrified prods to attack the turtles. Combat is fast-paced, with frequent explosions, laser/gun-fire, combo moves, and grunts/cries of pain.', 'rating': 5}",1.333333333333333,NaN,87.1407805413575
Battle Assault 3 featuring Gundam Seed,{'rating': 5},1.333333333333333,NaN,48.11572029023435
Crimson Tears,NaN,1.333333333333333,NaN,70.0
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare!,NaN,1.333333333333333,NaN,35.0
Batman Forever: The Arcade Game,NaN,1.333333333333333,NaN,NaN
Romance of the Three Kingdoms XIII,{'rating': 4},1.333333333333333,NaN,NaN
Electroplankton,{'rating': 3},1.333333333333333,NaN,NaN
Cabela's Outdoor Adventures,NaN,5.333333333333333,NaN,80.0
Disgaea 4: A Promise Unforgotten,"{'synopsis': ""This is a strategy role-playing game in which players control a group of characters on a quest to bring order to the Netherworld. From a 3/4–overhead perspective, players use swords, axes, and magic spells to engage monsters and human-like characters in turn-based combat (e.g., selecting attacks/weapons from a menu screen). Battles are accompanied by light effects, slashing sounds, and cries of pain; enemies disappear when defeated. One special attack depicts a bullet striking an enemy's head, which is accompanied by slow-motion and X-ray effects. A few cutscenes depict brief stylized blood effects (e.g., an armored knight emitting blue droplets after getting impaled; the silhouette of blood splatter after a character is struck). During the course of the game, some of the dialogue includes suggestive comments (e.g., “You've earned the right to be called a pervert, by sneaking around and peeping on us,” “I just love it when men do things that constitute sexual harassment,” and “You're so flat, they use your chest to measure if a shelf is straight!”). The game also contains a brief drug reference (e.g., “If you inhale my dust, you'll get really happy. It might even make you feel like you can fly . . . Just say no, kids! Bad! Bad drugs!”). The words “sh*t,” “a*s,” and “b*tch” can be heard in dialogue."", 'rating': 5}",1.333333333333333,NaN,NaN
Backyard Football 2006,{'rating': 3},1.333333333333333,NaN,NaN
Game of Thrones: A Telltale Games Series,{'rating': 6},2.0,NaN,68.06979757131396
Mashiro Botan Shokai Han,NaN,7.0,NaN,68.3333333333333
Monster Guardians,NaN,1.333333333333333,NaN,NaN
Sunday vs. Magazine: Shūketsu! Chōjō Daikessen,NaN,1.333333333333333,NaN,86.7038996464933
An American Tail: Fievel's Gold Rush,{'rating': 3},1.333333333333333,NaN,63.68584563824645
Dead Or Alive Xtreme 3: Venus,NaN,1.333333333333333,NaN,57.48916750102235
Diabolik Lovers More Blood,NaN,1.666666666666667,NaN,57.0
Magna Carta 2,{'rating': 5},1.333333333333333,NaN,NaN
Red Faction: Guerrilla,NaN,4.333333333333334,NaN,40.0
The Italian Job,{'rating': 5},2.0,NaN,NaN
Crazy Chicken: Star Karts,{'rating': 3},1.666666666666667,NaN,67.5
Meitantei Conan: Phantom Rhapsody,NaN,4.0,NaN,61.29834634323135
Super Dodgeball Brawlers,NaN,2.333333333333333,NaN,77.6
Tsuushin Taisen Mahjong: Touryuumon,NaN,4.333333333333334,NaN,40.0
M.I.A,NaN,2.0,NaN,NaN
RACE On,NaN,1.333333333333333,NaN,30.0
K-On! After School Live!,NaN,1.333333333333333,NaN,NaN
Metal Gear Solid: The Essential Collection,NaN,1.0,NaN,72.2424894584024
