name,esrb,popularity,hypes,total_rating
Naruto Shippuden: Ultimate Ninja Heroes 3,NaN,2.666666667,NaN,NaN
NFL GameDay 2002,{'rating': 3},3.666666667,NaN,51.03657512
Turok: Evolution,"{'synopsis': '', 'rating': 6}",,,82.05465595
Destiny: The Taken King,{'rating': 5},,,NaN
Tamagotchi Connection: Corner Shop 3,{'rating': 3},,,
